0.000000000000000000e+00	-9.441342055695272073e-01
1.000000000000000000e+00	-1.652486977487999109e+00
2.000000000000000000e+00	7.397666459911561576e-01
3.000000000000000000e+00	2.874309689508930399e-02
4.000000000000000000e+00	-1.166260604856517613e+00
5.000000000000000000e+00	1.329610351909446209e+00
6.000000000000000000e+00	-6.116309514570794637e-01
7.000000000000000000e+00	3.713842475516844210e-01
8.000000000000000000e+00	3.947907533688446158e-01
9.000000000000000000e+00	-3.414374262780082159e-01
1.000000000000000000e+01	4.421231293758830505e-01
1.100000000000000000e+01	2.094104714381549506e-02
1.200000000000000000e+01	1.410187172276307299e+00
1.300000000000000000e+01	1.969750945907478012e+00
1.400000000000000000e+01	-9.818484685740825890e-01
1.500000000000000000e+01	-5.707302281785295861e-01
1.600000000000000000e+01	-3.145081885739147709e-01
1.700000000000000000e+01	-4.034973254376651441e-01
1.800000000000000000e+01	-2.032398464324340015e+00
1.900000000000000000e+01	-1.194066822965220487e+00
2.000000000000000000e+01	1.506722227984775175e+00
2.100000000000000000e+01	-7.702882364516027147e-01
2.200000000000000000e+01	-1.202231366533697415e-01
2.300000000000000000e+01	2.815103912144057974e-01
2.400000000000000000e+01	-2.276161541465490934e-01
2.500000000000000000e+01	-1.629487907684428194e+00
2.600000000000000000e+01	-1.552509642461596950e-01
2.700000000000000000e+01	1.467659347817596771e+00
2.800000000000000000e+01	-3.899480439531459730e-01
2.900000000000000000e+01	1.033742752702542234e+00
3.000000000000000000e+01	-1.898070440151859717e-01
3.100000000000000000e+01	1.152630476984443320e+00
3.200000000000000000e+01	-1.318199437398226870e+00
3.300000000000000000e+01	-2.894354579556752682e-01
3.400000000000000000e+01	-5.041664209859466617e-01
3.500000000000000000e+01	-1.789924652696549767e+00
3.600000000000000000e+01	-6.708420320039872875e-01
3.700000000000000000e+01	-1.403431877821861018e-01
3.800000000000000000e+01	3.588235871071986938e-01
3.900000000000000000e+01	-2.166317480586666289e+00
4.000000000000000000e+01	-1.260724695064916689e+00
4.100000000000000000e+01	-1.035611222949274879e+00
4.200000000000000000e+01	-1.096332127831877390e+00
4.300000000000000000e+01	7.339703085250794956e-01
4.400000000000000000e+01	1.749803873404142340e+00
4.500000000000000000e+01	-5.170535476154933807e-01
4.600000000000000000e+01	2.475811119900401258e-01
4.700000000000000000e+01	-2.242396135731609397e-01
4.800000000000000000e+01	4.994520640932012534e-01
4.900000000000000000e+01	1.825277241783547777e-01
5.000000000000000000e+01	4.443643453536835208e-01
5.100000000000000000e+01	1.221319200836997299e+00
5.200000000000000000e+01	9.789322271694240740e-01
5.300000000000000000e+01	2.921645805734552903e-01
5.400000000000000000e+01	3.003950790168979923e-01
5.500000000000000000e+01	1.069942462273654193e-01
5.600000000000000000e+01	1.487224199817472226e+00
5.700000000000000000e+01	7.219214203049830747e-01
5.800000000000000000e+01	2.672752064193414379e-01
5.900000000000000000e+01	-1.123029555451672823e-01
6.000000000000000000e+01	1.000846196562520107e-01
6.100000000000000000e+01	6.901349338641578068e-01
6.200000000000000000e+01	1.510030493709080490e+00
6.300000000000000000e+01	1.232850128847869708e+00
6.400000000000000000e+01	4.426410050358129955e-01
6.500000000000000000e+01	7.748325725532115849e-01
6.600000000000000000e+01	1.261004263656989310e-01
6.700000000000000000e+01	-1.259611936322061032e+00
6.800000000000000000e+01	6.811902154855443703e-01
6.900000000000000000e+01	-4.483151947073275578e-01
7.000000000000000000e+01	1.485311513062105959e+00
7.100000000000000000e+01	-1.016334482420885310e+00
7.200000000000000000e+01	8.092670826526087158e-01
7.300000000000000000e+01	-5.437812963426262580e-02
7.400000000000000000e+01	-2.977620526871483930e-01
7.500000000000000000e+01	7.531019625105413173e-02
